categoria,sku,slug,nombre,marca,descripcion_corta,precio,precio_antes,disponibilidad,garantia_meses,destacado,activo,categorias,medida,potencia_rms_w,impedancia_ohm,bobinas,profundidad_mm,sensibilidad_db,configuracion,canales,clase,formato,pantalla_pulg,carplay,android_auto,salidas_preamp_pares,salidas_preamp_voltaje,tipo_ecualizador,bandas,espesor_mm,cobertura_m2,material_insono,calibre_awg,material_conductor,capacidad_w,tipo_accesorio,longitud_m,spec_1_etiqueta,spec_1_valor,spec_2_etiqueta,spec_2_valor,spec_3_etiqueta,spec_3_valor,spec_4_etiqueta,spec_4_valor,spec_5_etiqueta,spec_5_valor,spec_6_etiqueta,spec_6_valor,spec_7_etiqueta,spec_7_valor,spec_8_etiqueta,spec_8_valor,spec_9_etiqueta,spec_9_valor,spec_10_etiqueta,spec_10_valor
Receptores,DEH-X5000BT,pioneer-deh-x5000bt,Autoestéreo con CD DEH-X5000BT,Pioneer,"Autoestéreo con reproductor de CD, Bluetooth, MIXTRAX e iluminación personalizable",1450,,disponible,,FALSO,VERDADERO,,,,,,,,,,,1-din,0,FALSO,FALSO,2,2,,,,,,,,,,,Conectividad,"Bluetooth, USB frontal iluminado de 1 A, AUX frontal",Potencia de salida,"50 W × 4 (máx.), amplificador MOSFET",Ecualizador,Gráfico de 13 bandas,Convertidor D/A,24 bits,Reproducción,"CD, MP3, WMA, WAV, AAC y FLAC",Apps,"Pioneer Smart Sync, Siri Eyes Free y control de apps de música",Iluminación,"Personalizable, más de 210,000 colores",Sintonizador,Supertuner IIID AM/FM con RDS,,,,
Receptores,DMH-A375BT,pioneer-dmh-a375bt,"Pantalla de 7"" DMH-A375BT",Pioneer,"Receptor multimedia doble DIN con pantalla capacitiva de 7 pulgadas, WebLink Cast y doble entrada de cámara",2200,,disponible,,FALSO,VERDADERO,,,,,,,,,,,2-din,7,FALSO,FALSO,2,2,,,,,,,,,,,Conectividad,"Bluetooth 5.2 con manos libres (HFP), audio A2DP y control AVRCP",Potencia de salida,"50 W × 4 (máx.), amplificador MOSFET",Ecualizador,Gráfico de 13 bandas con ajuste de corte y refuerzo de graves,Espejeo,"WebLink y WebLink Cast: proyecta la pantalla del teléfono por cable, iOS y Android",Entradas de cámara,"Doble, delantera y trasera, para estacionar y remolcar con más visibilidad",USB,Puerto frontal con carga rápida para Android (CDP),Reproducción,"MP3, WMA, AAC, WAV y FLAC · Video Full HD en DivX, MP4, H.264 y WMV desde USB",,,,,,
Receptores,DMH-A5650BT,pioneer-dmh-a5650bt,"Pantalla de 6.8"" DMH-A5650BT",Pioneer,"Receptor multimedia de 6.8 pulgadas con Apple CarPlay, Android Auto y ajuste de sonido de 3 vías",4250,,agotado,,FALSO,FALSO,,,,,,,,,,,2-din,6.8,VERDADERO,VERDADERO,3,4,,,,,,,,,,,Conectividad,Bluetooth con navegación de archivos AVRCP 1.6 y puerto USB,Ajuste de sonido,"Alineación de tiempo, crossover de 3 vías y posición de escucha",Accesos rápidos,Tecla de acceso directo y tecla de acceso rápido en el panel,Reproducción,Video desde USB en múltiples formatos digitales,Entradas de cámara,Cámara de reversa con línea de asistencia de estacionamiento,,,,,,,,,,
Receptores,DMH-AP6650BT,pioneer-dmh-ap6650bt,"Pantalla de 9"" DMH-AP6650BT",Pioneer,Receptor multimedia de 9 pulgadas con Apple CarPlay y Android Auto inalámbricos,4000,,disponible,,VERDADERO,VERDADERO,,,,,,,,,,,flotante,9,VERDADERO,VERDADERO,3,4,,,,,,,,,,,Conectividad,"Apple CarPlay y Android Auto inalámbricos o por cable, Bluetooth y Wi-Fi",Potencia de salida,50 W × 4 (máx.),Ecualizador,Gráfico de 13 bandas,Procesador,DSP AKM AK7604 de 64 bits,USB,USB 2.0 con carga rápida de 1.5 A,Espejeo,"WebLink Cast, navegador web y YouTube",,,,,,,,
Receptores,DMH-G225BT,pioneer-dmh-g225bt,"Pantalla de 6.2"" DMH-G225BT",Pioneer,Receptor multimedia doble DIN con pantalla táctil y Bluetooth,1900,,disponible,,FALSO,VERDADERO,,,,,,,,,,,2-din,6.2,FALSO,FALSO,2,2,,,,,,,,,,,Conectividad,"Bluetooth manos libres y audio, USB frontal, AUX 3.5 mm",Potencia de salida,"50 W × 4 (máx.), amplificador MOSFET",Ecualizador,Gráfico de 7 bandas,Reproducción,"MP3, WMA, AAC, WAV y FLAC vía USB",Entrada de cámara,"Sí, para cámara de reversa",Sintonizador,AM/FM con RDS,Control al volante,Compatible mediante adaptador,,,,,,
Receptores,DMH-Z5150BT,pioneer-dmh-z5150bt,"Pantalla de 7"" DMH-Z5150BT",Pioneer,"Receptor multimedia de 7 pulgadas con Apple CarPlay, Android Auto y salidas de alto voltaje",3750,,disponible,,VERDADERO,VERDADERO,,,,,,,,,,,2-din,7,VERDADERO,VERDADERO,3,4,,,,,,,,,,,Conectividad,"Doble Bluetooth con memoria para 5 dispositivos, USB trasero y AUX de audio y video",Potencia de salida,"50 W × 4 (máx.), amplificador MOSFET",Espejeo,"Apple CarPlay y Android Auto por USB, más modo AppRadio+",Ecualizador,Gráfico de 13 bandas con MIXTRAX,Reproducción,"Video Full HD desde USB en DivX, H.264, MPEG-4 y JPEG · audio MP3, WMA y FLAC",Entradas de cámara,Cámara de reversa con guías de estacionamiento,,,,,,,,
Receptores,DMH-Z5350BT,pioneer-dmh-z5350bt,"Pantalla de 6.8"" DMH-Z5350BT",Pioneer,Receptor multimedia capacitivo de 6.8 pulgadas con Apple CarPlay y Android Auto por cable,4900,,disponible,,FALSO,VERDADERO,,,,,,,,,,,2-din,6.8,VERDADERO,VERDADERO,3,4,,,,,,,,,,,Conectividad,Bluetooth integrado y puerto USB,Ecualizador,Gráfico de 13 bandas,Espejeo,"Apple CarPlay, Android Auto y WebLink por cable USB",Navegación,Compatible con Waze a través de CarPlay o Android Auto,Potencia de salida,"50 W × 4 (máx.), amplificador MOSFET",,,,,,,,,,
Receptores,DMH-Z6350BT,pioneer-dmh-z6350bt,"Pantalla de 6.8"" DMH-Z6350BT con Alexa",Pioneer,"Receptor multimedia de 6.8 pulgadas con CarPlay inalámbrico, Alexa integrada y audio de alta resolución",6950,,disponible,,FALSO,VERDADERO,,,,,,,,,,,2-din,6.8,VERDADERO,VERDADERO,3,4,,,,,,,,,,,Conectividad,CarPlay inalámbrico y Alexa,Audio,Reproducción de alta resolución (Hi-Res Audio),Espejeo,Apple CarPlay inalámbrico o por cable · Android Auto por cable,Asistente de voz,Amazon Alexa integrada,Sintonizador,Hybrid Radio,Ecualizador,Gráfico de 13 bandas,,,,,,,,
Receptores,DMH-ZS9350BT,pioneer-dmh-zs9350bt,"Pantalla de 9"" DMH-ZS9350BT Audiophile",Pioneer,Receptor multimedia de 9 pulgadas tipo pantalla separada con DSP de 52 bits y componentes grado audiófilo,10000,,disponible,,FALSO,VERDADERO,,,,,,,,,,,flotante,9,VERDADERO,VERDADERO,3,4,,,,,,,,,,,Procesador,DSP Pioneer Triple Core de 52 bits con Master Sound Reviver,Conectividad,"CarPlay, Android Auto y Alexa",Potencia de salida,50 W × 4,Asistente de voz,Amazon Alexa integrada,Componentes,"De grado audiófilo, seleccionados para máxima calidad de audio",Audio,Reproducción de alta resolución,,,,,,,,
Receptores,MVH-S235BT,pioneer-mvh-s235bt,Receptor digital MVH-S235BT,Pioneer,"Receptor digital sin mecanismo con Bluetooth, USB y entrada auxiliar",750,,disponible,,FALSO,VERDADERO,,,,,,,,,,,1-din,0,FALSO,FALSO,2,2,,,,,,,,,,,Conectividad,"Bluetooth manos libres y audio, USB frontal, AUX 3.5 mm",Potencia de salida,"50 W × 4 (máx.) / 22 W × 4 continuos, MOSFET",Impedancia,4 Ω (admite de 4 a 8 Ω),Ecualizador,"Gráfico de 5 bandas, ±12 dB",Reproducción,"MP3, WMA, WAV y FLAC vía USB",Sintonizador,AM/FM con RDS,Dimensiones del chasis,178 × 50 × 97 mm,Peso,0.5 kg,,,,
Receptores,MVH-S325BT,pioneer-mvh-s325bt,Receptor digital MVH-S325BT,Pioneer,"Receptor digital sin mecanismo con doble Bluetooth, Spotify y USB",1000,,disponible,,FALSO,VERDADERO,,,,,,,,,,,1-din,0,FALSO,FALSO,1,2,,,,,,,,,,,Conectividad,"Doble Bluetooth para 2 teléfonos, USB frontal, AUX 3.5 mm",Potencia de salida,"50 W × 4 (máx.), amplificador MOSFET",Ecualizador,Gráfico de 13 bandas (31 con la app Pioneer Smart Sync),Convertidor D/A,24 bits,Reproducción,"MP3, WMA, WAV, AAC y FLAC vía USB",Apps,"Spotify, Pioneer Smart Sync y Siri Eyes Free",Alineación de tiempo,Manual,Sintonizador,AM/FM con RDS,,,,
Receptores,MVH-X700BT,pioneer-mvh-x700bt,Receptor digital MVH-X700BT,Pioneer,Receptor digital sin mecanismo con salidas de 4 V e iluminación personalizable,1350,,disponible,,VERDADERO,VERDADERO,,,,,,,,,,,1-din,0,FALSO,FALSO,3,4,,,,,,,,,,,Conectividad,"Bluetooth, USB frontal iluminado de 1 A, AUX frontal",Potencia de salida,"50 W × 4 (máx.), amplificador MOSFET",Ecualizador,Gráfico de 13 bandas (31 con la app Pioneer Smart Sync),Red de crossover,Modo network de 3 vías,Convertidor D/A,24 bits,Reproducción,"MP3, WMA, WAV, AAC y FLAC vía USB",Iluminación,"Personalizable, más de 210,000 colores con Club Lights",Incluye,Control remoto tipo tarjeta,,,,
Receptores,PMX-3,rockford-fosgate-pmx-3,Receptor marino PMX-3,Rockford Fosgate,Receptor digital marino resistente a la intemperie con Bluetooth,8000,,disponible,,FALSO,VERDADERO,,,,,,,,,,,especifico,0,FALSO,FALSO,0,2,,,,,,,,,,,Conectividad,Bluetooth,Potencia de salida,25W x 4 @ 4Ω RMS / 50W x 4 @ 2Ω Pico,Sintonizador,AM/FM digital,Entrada de cámara,Sí,Aplicación,Uso marino,,,,,,,,,,
Receptores,PMX-HD9813,rockford-fosgate-pmx-hd9813,Receptor digital PMX-HD9813 para Harley-Davidson,Rockford Fosgate,Receptor digital de reemplazo directo para motocicletas Harley-Davidson 1998-2013,10000,,disponible,,FALSO,VERDADERO,,,,,,,,,,,especifico,3,FALSO,FALSO,0,4,,,,,,,,,,,Conectividad,"Bluetooth con A2DP y AVRCP, USB con carga de 1.5 A",Ecualizador,Gráfico de 7 bandas más ecualizador paramétrico,Sintonizador,"AM/FM digital, listo para SiriusXM",Apps,Control de Pandora,Controles,Conserva los controles de manubrio de fábrica,Extras,Voltímetro con alerta de bajo voltaje y control independiente de nivel de subwoofer,Compatibilidad,"Motocicletas Harley-Davidson selectas de 1998 a 2013, instalación plug and play",,,,,,
Sistemas,MXA46SB28,memphis-mxa46sb28,"Barra de sonido powersports 28"" con Bluetooth y app MXA46SB28",Memphis,"Barra de sonido amplificada de 28 pulgadas con 8 bocinas, Bluetooth, radio y control por app",5700,,disponible,,FALSO,VERDADERO,Bocinas,,,,,,,,,,,,,,,,,,,,,,,,,,Configuración,Barra de sonido de 2 vías: cuatro medios y cuatro tweeters en un solo chasis,Potencia RMS,300 W,Longitud,"28"" (71 cm) de largo",Sistema,"Ocho bocinas: cuatro medios de 6.5"" y cuatro tweeters",Protección,IP66,Amplificador,Integrado,Conectividad,"Bluetooth integrado, sintonizador AM/FM y banda de clima",Control por app,"Ecualizador, fader, balance, color RGB, salida de subwoofer y presintonías",Salida preamp,"5 V, permite usarla como fuente de todo el sistema",Iluminación,LED RGB en las bocinas
Sistemas,RZR19PXP-STG4,rockford-fosgate-rzr19pxp-stg4,Sistema Stage 4 para Polaris RZR Pro XP,Rockford Fosgate,"Sistema de audio completo de 1,500 W para Polaris RZR Pro XP 2019 en adelante, con iluminación RGB",17000,,bajo_pedido,,FALSO,FALSO,"Subwoofers, Bocinas",,,,,,,,,,,,,,,,,,,,,,,,,,Potencia,"1,500 W, con amplificador M5-1500X5 de 5 canales grado IPX6",Iluminación,Color Optix RGB con controlador PMX-RGB y app opcional,Tipo,"Sistema de audio completo de ajuste directo, configuración Stage 4",Aplicación,Polaris RZR Pro XP 2019+,Receptor,"PMX-2 con pantalla a color de 2.7"", Bluetooth, AUX, USB y control de Pandora",Bocinas frontales,"Pods con medios de rango completo TMS65 de 6.5""",Bocinas traseras,"Moto-cans M1WL-65MB de 6.5"" con iluminación multicolor",Subwoofer,"M1 de 10"" Element Ready en cajón ventilado con puerto sellable para vadeo",Instalación,"Plug and play con kit de tablero moldeado, usa puntos de montaje originales",Ajuste del amplificador,"Interruptor de preset ""Rockford Fosgate"" que elimina la calibración manual"
Sistemas,RZR19PXP-STG6,rockford-fosgate-rzr19pxp-stg6,Sistema Stage 6 para Polaris RZR Pro XP,Rockford Fosgate,"Sistema de audio completo de 1,500 W para Polaris RZR Pro XP 2019 en adelante, con iluminación RGB",31000,,bajo_pedido,,FALSO,FALSO,"Subwoofers, Bocinas",,,,,,,,,,,,,,,,,,,,,,,,,,Potencia,"1,500 W, con amplificador M5-1500X5 de 5 canales grado IPX6",Iluminación,Color Optix RGB con controlador PMX-RGB y app opcional,Tipo,"Sistema de audio completo de ajuste directo, configuración Stage 6",Aplicación,Polaris RZR Pro XP 2019+,Receptor,"PMX-3 con pantalla a color de 2.7"", Bluetooth, AUX, USB con carga y listo para cámara de reversa",Bocinas frontales,"Pods con medios de rango completo TMS65 de 6.5"" y tweeters M2-TS de 1""",Bocinas traseras,"Moto-cans M2 de 8"" con iluminación Color Optix",Subwoofer,"M2 de 10"" Element Ready en cajón de ajuste exacto con Color Optix",Instalación,"Plug and play con kit de tablero moldeado, usa puntos de montaje originales",Incluye,Kit de cableado RZR19PXP-K4 calibre 4 y todos los herrajes
Sistemas,X317-STG4,rockford-fosgate-x317-stg4,Sistema marino X317 Stage 4,Rockford Fosgate,"Sistema de audio marino completo de ajuste directo, configuración Stage 4",46200,,disponible,,FALSO,VERDADERO,Bocinas,,,,,,,,,,,,,,,,,,,,,,,,,,Tipo,"Sistema de audio marino completo, listo para instalar",Configuración,Stage 4,Instalación,"Ajuste directo, sin fabricación",Contenido,"Fuente, amplificación y bocinas emparejadas de fábrica",Protección ambiental,Componentes Element Ready de grado marino,,,,,,,,,,
Sistemas,X317-STG6,rockford-fosgate-x317-stg6,Sistema marino X317 Stage 6,Rockford Fosgate,"Sistema de audio marino completo de ajuste directo, configuración Stage 6",70000,,disponible,,FALSO,VERDADERO,"Subwoofers, Bocinas",,,,,,,,,,,,,,,,,,,,,,,,,,Tipo,"Sistema de audio marino completo, listo para instalar",Configuración,Stage 6,Instalación,"Ajuste directo, sin fabricación",Contenido,"Fuente, amplificación, bocinas y subwoofer emparejados de fábrica",Protección ambiental,Componentes Element Ready de grado marino,,,,,,,,,,
Subwoofers,COR-104D,kbt-cor-104d,"Subwoofer Coronel de 10"" COR-104D",KBT,Subwoofer de 10 pulgadas de doble bobina de 4 ohm con cono de papel moldeado,1150,,disponible,,FALSO,VERDADERO,,"10""",600,4,doble,,90,,,,,,,,,,,,,,,,,,,,Potencia máxima,"2,500 W",Cono,Papel moldeado térmicamente,Estructura,Aleación grado militar con conector de alta eficiencia,Línea,Coronel,Accesorio opcional,Malla de protección,,,,,,,,,,
Subwoofers,COR-124D,kbt-cor-124d,"Subwoofer Coronel de 12"" COR-124D",KBT,Subwoofer de 12 pulgadas de doble bobina de 4 ohm con cono de papel moldeado,1200,,disponible,,VERDADERO,VERDADERO,,"12""",600,4,doble,,90,,,,,,,,,,,,,,,,,,,,Potencia máxima,"2,500 W",Respuesta en frecuencia,32 Hz – 1.5 kHz,Imán,Doble de 55 oz cada uno,Cono,Papel moldeado térmicamente,Estructura,Aleación grado militar con conector de alta eficiencia,Accesorio opcional,Malla de protección,,,,,,,,
Subwoofers,COR-84D,kbt-cor-84d,"Subwoofer Coronel de 8"" COR-84D",KBT,Subwoofer de 8 pulgadas de doble bobina de 4 ohm de la línea Coronel,1300,,disponible,,FALSO,VERDADERO,,"8""",400,4,doble,,,,,,,,,,,,,,,,,,,,,,Construcción,Cono de papel moldeado térmicamente con estructura grado militar,Línea,Coronel,Configuración,Doble bobina: permite cablear a 2 Ω o a 8 Ω según el amplificador,,,,,,,,,,,,,,
Subwoofers,COR-S104D,kbt-cor-s104d,"Subwoofer Coronel de 10"" COR-S104D",KBT,"Subwoofer de 10 pulgadas de doble bobina de 4 ohm de la línea Coronel, perfil plano para espacios reducidos",1750,,disponible,,FALSO,VERDADERO,,"10""",500,4,doble,,,,,,,,,,,,,,,,,,,,,,Perfil,"Plano, de baja profundidad de montaje para instalaciones bajo asiento",Línea,Coronel,Construcción,Cono de papel moldeado térmicamente con estructura grado militar,Configuración,Doble bobina: permite cablear a 2 Ω o a 8 Ω según el amplificador,,,,,,,,,,,,
Subwoofers,COR-S124D,kbt-cor-s124d,"Subwoofer Coronel de 12"" COR-S124D",KBT,"Subwoofer de 12 pulgadas de doble bobina de 4 ohm de la línea Coronel, perfil plano para espacios reducidos",1850,,disponible,,FALSO,VERDADERO,,"12""",600,4,doble,,,,,,,,,,,,,,,,,,,,,,Perfil,"Plano, de baja profundidad de montaje para instalaciones bajo asiento",Línea,Coronel,Construcción,Cono de papel moldeado térmicamente con estructura grado militar,Configuración,Doble bobina: permite cablear a 2 Ω o a 8 Ω según el amplificador,,,,,,,,,,,,
Subwoofers,COR1-124D,kbt-cor1-124d,"Subwoofer Coronel de 12"" COR1-124D",KBT,Subwoofer de 12 pulgadas de doble bobina de 4 ohm de la línea Coronel,1500,,disponible,,FALSO,VERDADERO,,"12""",800,4,doble,,,,,,,,,,,,,,,,,,,,,,Construcción,Cono de papel moldeado térmicamente con estructura grado militar,Línea,Coronel,Configuración,Doble bobina: permite cablear a 2 Ω o a 8 Ω según el amplificador,,,,,,,,,,,,,,
Subwoofers,COR2-124D,kbt-cor2-124d,"Subwoofer Coronel de 12"" COR2-124D",KBT,Subwoofer de 12 pulgadas de doble bobina de 4 ohm de la línea Coronel,1850,,disponible,,FALSO,VERDADERO,,"12""",1000,4,doble,,,,,,,,,,,,,,,,,,,,,,Construcción,Cono de papel moldeado térmicamente con estructura grado militar,Línea,Coronel,Configuración,Doble bobina: permite cablear a 2 Ω o a 8 Ω según el amplificador,,,,,,,,,,,,,,
Subwoofers,CVP10D4,cerwin-vega-cvp10d4,"Subwoofer CVP de 10"" CVP10D4",Cerwin Vega,Subwoofer de 10 pulgadas de doble bobina de 4 ohm,650,,disponible,,FALSO,VERDADERO,,"10""",150,4,doble,128,,,,,,,,,,,,,,,,,,,,,Potencia máxima,300 W,Diámetro de corte,283 mm,Cono,Alta resistencia con diseño de alto recorrido,Aplicación,"Caja sellada o ventilada, compatible con amplificadores monoblock",,,,,,,,,,,,
Subwoofers,CVP12D4,cerwin-vega-cvp12d4,"Subwoofer CVP de 12"" CVP12D4",Cerwin Vega,Subwoofer de 12 pulgadas de doble bobina de 4 ohm,700,,disponible,,FALSO,VERDADERO,,"12""",150,4,doble,,,,,,,,,,,,,,,,,,,,,,Potencia máxima,500 W,Cono,Alta resistencia con diseño de alto recorrido,Aplicación,"Caja sellada o ventilada, compatible con amplificadores monoblock",,,,,,,,,,,,,,
Subwoofers,KSL-10DF,kbt-ksl-10df,"Subwoofer plano KSL-10DF 10""",KBT,Subwoofer plano de 10 pulgadas de la línea KSL para espacios reducidos,3200,,disponible,,FALSO,VERDADERO,,"10""",250,4,doble,,,,,,,,,,,,,,,,,,,,,,Perfil,"Plano, de baja profundidad de montaje",Construcción,Estructura grado militar,Línea,KSL,Aplicación,Instalaciones bajo asiento o en espacios donde no cabe un subwoofer convencional,,,,,,,,,,,,
Subwoofers,KSL-10P,kbt-ksl-10p,"Caja amplificada de 10"" con subwoofer plano KSL-10P",KBT,Caja porteada de 10 pulgadas con subwoofer plano y amplificador clase D de 300 W integrado,2900,,disponible,,FALSO,VERDADERO,,"10""",300,2,simple,,85,,,,,,,,,,,,,,,,,,,,Amplificador,Clase D de 300 W RMS integrado,Potencia máxima,"1,000 W",Respuesta en frecuencia,34 Hz – 240 Hz,Cono,Polipropileno moldeado térmicamente con estructura grado militar,Dimensiones,356 × 630 mm (105 + 140 mm de perfil),Aplicación,Camionetas y vehículos pequeños donde el espacio es limitado,,,,,,,,
Subwoofers,KSL-8B,kbt-ksl-8b,"Subwoofer plano de 8"" KSL-8B",KBT,Subwoofer plano de 8 pulgadas de la línea KSL para espacios reducidos,1900,,disponible,,VERDADERO,VERDADERO,,"8""",150,2,simple,,,,,,,,,,,,,,,,,,,,,,Perfil,"Plano, de baja profundidad de montaje",Construcción,Estructura grado militar,Línea,KSL,Aplicación,Instalaciones bajo asiento o en espacios donde no cabe un subwoofer convencional,Potencia máxima,450 W,Tipo,"Subwoofer amplificado, plano",,,,,,,,
Subwoofers,M2D4-10IB,rockford-fosgate-m2d4-10ib,"Subwoofer Marine M2 de 10"" M2D4-10IB",Rockford Fosgate,Subwoofer marino de 10 pulgadas de doble bobina de 4 ohm,6000,,disponible,,FALSO,VERDADERO,,"10""",400,4,doble,,,,,,,,,,,,,,,,,,,,,,Potencia máxima,"1,600 W",Montaje,"Infinite baffle, no requiere caja",Iluminación,"Color Optix LED multicolor, requiere controlador PMX-RGB y app RF Connect",Protección ambiental,"Element Ready con certificación IP67, resistente a agua, sal y rayos UV",Conexión,Conectores integrados Deutsch y Amphenol,Desplazamiento del woofer,4.20 litros,Presentación,"Unidad individual, acabado negro con rejillas intercambiables",,,,,,
Subwoofers,M71512,memphis-m71512,"Subwoofer M7 de 15"" M71512",Memphis,Subwoofer de 15 pulgadas de la serie M7 con impedancia seleccionable de 1 o 2 ohm,4000,,disponible,,FALSO,VERDADERO,,"15""",750,2,doble,,86.1,,,,,,,,,,,,,,,,,,,,Potencia máxima,1500 W,Serie,"M7, la línea de mayor desempeño de Memphis",Aplicación,Sistemas de competencia y alta presión sonora,,,,,,,,,,,,,,
Subwoofers,MB1524,memphis-mb1524,"Subwoofer MB de 15"" MB1524",Memphis,Subwoofer de 15 pulgadas con impedancia seleccionable de 2 u 4 ohm,2400,,disponible,,FALSO,VERDADERO,,"15""",500,4,triple,175,88.4,,,,,,,,,,,,,,,,,,,,Impedancia,"Doble bobina con tecnología FLEX, seleccionable a 4 Ω o 2 Ω",Potencia máxima,"1,000 W",Diámetro de corte,355 mm,Imán,80 oz,Bobina,"2"" de cuatro capas, aluminio ultraligero",Cono,Papel con suspensión de hule plegada en V de doble costura y enfriamiento DVVC,,,,,,,,
Subwoofers,MJM612,memphis-mjm612,"Subwoofer MOJO Mini de 6.5"" MJM612",Memphis,Subwoofer compacto de 6.5 pulgadas con impedancia seleccionable de 1 u 2 ohm,2300,,disponible,,VERDADERO,VERDADERO,,"6.5""",700,2,doble,127,81,,,,,,,,,,,,,,,,,,,,Impedancia,Doble bobina con impedancia seleccionable a 2 Ω o 1 Ω,Serie,MOJO Mini,Aplicación,Bajo de alta salida en espacios muy reducidos,Ventaja,La impedancia seleccionable permite adaptarlo al amplificador ya instalado,Potencia máxima,"1,400 W",,,,,,,,,,
Subwoofers,MJM812,memphis-mjm812,"Subwoofer MOJO Mini de 8"" MJM812",Memphis,Subwoofer compacto de 8 pulgadas con impedancia seleccionable de 1 u 2 ohm,3200,,disponible,,FALSO,VERDADERO,,"8""",900,2,doble,146,82,,,,,,,,,,,,,,,,,,,,Impedancia,Doble bobina con impedancia seleccionable a 2 Ω o 1 Ω,Serie,MOJO Mini,Aplicación,Bajo de alta salida en espacios reducidos,Ventaja,La impedancia seleccionable permite adaptarlo al amplificador ya instalado,Potencia máxima,"1,800 W",Bobina,"2"", cuatro capas de cobre",,,,,,,,
Subwoofers,MJP1244,memphis-mjp1244,"Subwoofer MOJO Pro de 12"" MJP1244",Memphis,Subwoofer de 12 pulgadas de doble bobina de 4 ohm,3000,,disponible,,FALSO,VERDADERO,,"12""",750,4,doble,158,85.68,,,,,,,,,,,,,,,,,,,,Potencia máxima,"1,500 W",Diámetro de corte,288 mm,Diámetro de bobina,"63.5 mm (2.5"")",Cono,Papel rígido con suspensión de espuma de doble costura y canasta de aluminio fundido,Caja recomendada,42.5 litros sellada · 70.8 litros ventilada a 36 Hz,,,,,,,,,,
Subwoofers,MJP1544,memphis-mjp1544,"Subwoofer MOJO Pro de 15"" MJP1544",Memphis,Subwoofer de 15 pulgadas de doble bobina de 4 ohm,3500,,disponible,,FALSO,VERDADERO,,"15""",750,4,doble,,,,,,,,,,,,,,,,,,,,,,Potencia máxima,"1,500 W",Cono,Papel rígido con suspensión de espuma de doble costura y canasta de aluminio fundido,Enfriamiento,DVVC con placa frontal perforada y anillo de cortocircuito de aluminio,Diseño,Optimizado para alta presión sonora en cajas de construcción tradicional,,,,,,,,,,,,
Subwoofers,MJP844,memphis-mjp844,"Subwoofer MOJO Pro de 8"" MJP844",Memphis,Subwoofer de 8 pulgadas de doble bobina de 4 ohm,2200,,disponible,,FALSO,VERDADERO,,"8""",750,4,doble,142,82.3,,,,,,,,,,,,,,,,,,,,Potencia máxima,"1,500 W",Cono,Papel rígido con suspensión de espuma de doble costura y canasta de aluminio fundido,Enfriamiento,DVVC con placa frontal perforada y anillo de cortocircuito de aluminio,,,,,,,,,,,,,,
Subwoofers,MM1024,memphis-mm1024,"Subwoofer marino de 10"" MM1024",Memphis,Subwoofer marino de 10 pulgadas con impedancia seleccionable de 2 u 4 ohm y LED RGB,2300,,disponible,,FALSO,VERDADERO,,"10""",250,4,simple,116,86,,,,,,,,,,,,,,,,,,,,Impedancia,"Doble bobina con tecnología FLEX, seleccionable a 4 Ω o 2 Ω",Iluminación,LED RGB integrada,Aplicación,Uso marino y powersports,Serie,MM Marine,Potencia máxima,500 W,,,,,,,,,,
Subwoofers,MM1224,memphis-mm1224,"Subwoofer marino de 12"" MM1224",Memphis,Subwoofer marino de 12 pulgadas con impedancia seleccionable de 2 u 4 ohm y LED RGB,2600,,disponible,,FALSO,VERDADERO,,"12""",250,4,doble,126,87,,,,,,,,,,,,,,,,,,,,Impedancia,"Doble bobina con tecnología FLEX, seleccionable a 4 Ω o 2 Ω",Iluminación,LED RGB integrada,Aplicación,Uso marino y powersports,Serie,MM Marine,Potencia máxima,500 W,,,,,,,,,,
Subwoofers,MXA1044,memphis-mxa1044,"Subwoofer marino de 10"" MXA1044",Memphis,Subwoofer marino de 10 pulgadas de doble bobina de 4 ohm con iluminación RGB integrada,1550,,disponible,,FALSO,VERDADERO,,"10""",250,4,doble,,86,,,,,,,,,,,,,,,,,,,,Potencia máxima,500 W,Cono,Polipropileno resistente a rayos UV,Canasta,"Plástico ABS de alta temperatura, resistente a la corrosión",Bobina,"2"" de alta temperatura, imán de ferrita de 48 oz",Iluminación,LED RGB integrada,Terminales,"Chapados en oro, herrajes de acero inoxidable",,,,,,,,
Subwoofers,NANO 10SPX,memphis-nano-10spx,"Subwoofer amplificado de 10"" NANO 10SPX",Memphis,Subwoofer amplificado de 10 pulgadas en caja compacta para instalación bajo asiento,4600,,disponible,,VERDADERO,VERDADERO,,"10""",300,2,simple,,,,,,,,,,,,,,,,,,,,,,Tipo,Subwoofer con amplificador integrado en caja,Perfil,"Bajo, diseñado para instalación bajo asiento",Serie,NANO,Ventaja,Solución todo en uno para vehículos donde no cabe una cajón convencional,,,,,,,,,,,,
Subwoofers,P2D4-12,rockford-fosgate-p2d4-12,"Subwoofer Punch P2 de 12"" P2D4-12",Rockford Fosgate,Subwoofer de 12 pulgadas de doble bobina de 4 ohm,2500,,disponible,,FALSO,VERDADERO,,"12""",400,4,doble,,,,,,,,,,,,,,,,,,,,,,Potencia máxima,800 W,Cono,Papel reforzado con fibra de Kevlar y tecnología VAST,Suspensión,Hule,Incluye,Aro embellecedor de aluminio fundido,Norma de potencia,CEA-2031,,,,,,,,,,
